,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,"SALE
PRICE",SALE DATE,lnprice
20605,UPPER EAST SIDE (59-79),14  RENTALS - 4-10 UNIT,2A,1411,132,S3, 195 EAST 76TH STREET                      ,10021,3,1,4,524,2097,1910,2, S3 ,2110000,2012-10-10,14.5621985055
20606,UPPER EAST SIDE (59-79),14  RENTALS - 4-10 UNIT,2B,1414,9,S5, 217 EAST 59TH   STREET                    ,10022,6,1,7,2511,7400,1910,2, S5 ,5150000,2012-11-10,15.4545072726
20613,UPPER EAST SIDE (59-79),14  RENTALS - 4-10 UNIT,2B,1449,1,S5, 1420 2ND AVENUE                           ,10021,6,1,7,1760,7005,1910,2, S5 ,5750000,2013-07-03,15.5647104128
20614,UPPER EAST SIDE (59-79),14  RENTALS - 4-10 UNIT,2B,1467,48,S5, 1352 1 AVENUE                             ,10021,6,1,7,2882,8000,1920,2, S5 ,5250000,2012-11-13,15.4737386346
20809,UPPER EAST SIDE (59-79),21  OFFICE BUILDINGS,4,1374,5,O1, 5 EAST 59TH   STREET                      ,10022,0,19,19,5020,38052,1984,4, O1 ,37250000,2012-11-19,17.4331625028
20810,UPPER EAST SIDE (59-79),21  OFFICE BUILDINGS,4,1375,28,O1, 41 EAST 60TH   STREET                     ,10022,17,10,27,6024,29616,1920,4, O1 ,8652890,2013-02-27,15.9734039272
20811,UPPER EAST SIDE (59-79),21  OFFICE BUILDINGS,4,1377,58,O6, 706 MADISON AVENUE                        ,10065,0,2,2,7502,13820,1922,4, O6 ,141510000,2012-11-29,18.7678809439
20813,UPPER EAST SIDE (59-79),21  OFFICE BUILDINGS,4,1378,140,O9, 54 EAST 64TH   STREET                     ,10065,1,1,2,2525,12551,1920,4, O9 ,18000000,2013-04-26,16.7058823159
20815,UPPER EAST SIDE (59-79),21  OFFICE BUILDINGS,4,1385,27,O9, 41 EAST 70TH   STREET                     ,10021,0,24,24,2812,11110,1928,4, O9 ,25000000,2012-10-18,17.0343863828
20816,UPPER EAST SIDE (59-79),21  OFFICE BUILDINGS,4,1395,10,O7, 121 E 60TH STREET                         ,10022,0,60,60,6025,49815,1924,4, O7 ,380000,2012-11-10,12.8479265317
20817,UPPER EAST SIDE (59-79),21  OFFICE BUILDINGS,4,1395,10,O7, 121 EAST 60TH   STREET                    ,10022,0,60,60,6025,49815,1924,4, O7 ,702500,2012-11-10,13.4624006802
20819,UPPER EAST SIDE (59-79),21  OFFICE BUILDINGS,4,1417,47,O9, 1059 3 AVENUE                             ,10065,0,7,7,5250,27000,1910,4, O9 ,31500000,2012-08-20,17.2654981038
20829,UPPER EAST SIDE (59-79),22  STORE BUILDINGS,4,1395,6,K4, 113 EAST 60TH   STREET                    ,10022,1,2,3,2008,5320,1910,4, K4 ,10000000,2013-06-05,16.118095651
20830,UPPER EAST SIDE (59-79),22  STORE BUILDINGS,4,1415,14,K4, 229 EAST 60TH STREET                      ,10022,2,2,4,2008,5540,1920,4, K4 ,6933750,2013-06-14,15.7519113504
20831,UPPER EAST SIDE (59-79),22  STORE BUILDINGS,2A,1417,32,D9, 230 EAST 63RD   STREET                    ,10065,6,1,6,2510,12200,1920,4, K9 ,4250000,2012-02-08,15.2624295409
20832,UPPER EAST SIDE (59-79),22  STORE BUILDINGS,4,1422,18,K4, 227 EAST 67TH   STREET                    ,10065,2,1,3,2773,8650,1910,4, K4 ,6000000,2012-09-24,15.6072700272
20835,UPPER EAST SIDE (59-79),23  LOFT BUILDINGS,4,1485,14,L8, 523 EAST 73RD   STREET                    ,10021,0,2,2,2554,7512,1920,4, L8 ,31000000,2012-12-14,17.2494977624
20847,UPPER EAST SIDE (59-79),30  WAREHOUSES,4,1436,5,E7, 305 EAST 61ST   STREET                    ,10065,0,1,1,6225,72000,1900,4, E7 ,28000000,2012-12-20,17.1477150681
20856,UPPER EAST SIDE (59-79),41  TAX CLASS 4 - OTHER,4,1399,7,Z5, 117 EAST 64TH   STREET                    ,10065,5,0,5,2008,7140,1910,4, Z5 ,11140000,2013-07-18,16.2260527925
20891,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1492,110,A4, 15 EAST 80TH STREET                       ,10075,1,0,1,2146,8800,1901,1, A4 ,24750000,2012-12-18,17.024336047
20892,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1502,30,A4, 65 EAST 90TH STREET                       ,10128,1,0,1,1862,3710,1901,1, A4 ,7850000,2013-07-19,15.8760240898
20896,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1505,163,A4, 14 EAST 94TH   STREET                     ,10128,1,0,1,2013,5480,1901,1, A4 ,24000000,2012-12-20,16.9935643883
20897,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1508,59,A9, 136 EAST 80TH   STREET                    ,10075,1,0,1,1873,3546,1899,1, A9 ,10350000,2013-06-21,16.1524970777
20898,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1517,49,A5, 148 EAST 89TH   STREET                    ,10128,1,0,1,1258,4296,1899,1, A5 ,4300000,2013-04-15,15.2741255807
20899,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1520,15,A9, 1382 LEXINGTON AVENUE                     ,10128,1,0,1,1425,3800,1899,1, A9 ,4025000,2012-08-14,15.2080354688
20903,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1523,13,A9, 135 EAST 94TH   STREET                    ,10128,1,0,1,1678,3968,1899,1, A9 ,7900000,2013-09-07,15.8823733174
20904,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1523,43,A9, 174 EAST 95TH   STREET                    ,10128,1,0,1,1919,3456,1899,1, A9 ,5000000,2013-01-17,15.4249484704
20906,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1523,111,A9, 131 EAST 94TH STREET                      ,10128,1,0,1,1678,3072,1899,1, A9 ,4500000,2012-11-15,15.3195879547
20908,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1543,46,A4, 314 EAST 81ST STREET                      ,10028,1,0,1,1533,2790,1901,1, A4 ,4200000,2013-06-25,15.2505950833
20909,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1543,145,A9, 316 EAST 81 STREET                        ,10028,1,0,1,1690,2820,1901,1, A9 ,3200000,2012-08-15,14.9786613678
20914,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1583,45,A4, 514 EAST 87TH   STREET                    ,10128,1,0,1,1150,3780,1899,1, A4 ,4750000,2013-04-22,15.373655176
20915,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1583,49,A4, 502 EAST 87TH   STREET                    ,10128,1,0,1,1812,3024,1899,1, A4 ,729500,2012-12-28,13.5001146469
20916,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1583,49,A4, 502 EAST 87TH   STREET                    ,10128,1,0,1,1812,3024,1899,1, A4 ,729500,2012-05-12,13.5001146469
20917,UPPER EAST SIDE (79-96),01  ONE FAMILY HOMES,1,1583,123,A4, 146 EAST END AVENUE                       ,10028,1,0,1,828,2520,1899,1, A4 ,2868000,2012-12-13,14.8691254807
20918,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1493,64,B1, 12 EAST 82ND   STREET                     ,10028,2,0,2,2146,9614,1905,1, B1 ,15000000,2013-01-15,16.5235607591
20919,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1502,45,B1, 66 EAST 91ST STREET                       ,10128,2,0,2,2013,5560,1901,1, B1 ,9675000,2012-12-17,16.0850557969
20921,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1506,5,B3, 1 EAST 94TH   STREET                      ,10128,2,0,2,2517,7506,1901,1, B3 ,24912140,2012-12-19,17.0308657928
20922,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1509,145,B1, 158 EAST 81ST   STREET                    ,10028,2,0,2,2087,4160,1899,1, B1 ,9245000,2013-10-07,16.0395934228
20923,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1510,7,B3, 109 EAST 81ST   STREET                    ,10028,2,0,2,2043,4180,1899,1, B3 ,9700000,2012-12-27,16.0876364435
20925,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1512,9,B9, 117 EAST 83RD STREET                      ,10028,2,0,2,2554,5072,1910,1, B9 ,14900000,2012-12-21,16.5168717709
20926,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1522,141,S2, 178 EAST 94TH   STREET                    ,10128,2,1,3,1675,1650,1920,1, S2 ,3000000,2013-03-27,14.9141228466
20927,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1522,141,S2, 178 EAST 94TH   STREET                    ,10128,2,1,3,1675,1650,1920,1, S2 ,1850000,2012-09-11,14.4306961971
20928,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1528,31,B3, 238 EAST 83RD   STREET                    ,10028,2,0,2,1430,2800,1901,1, B3 ,2637500,2012-12-28,14.7853420568
20929,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1545,13,S2, 329 EAST 82ND STREET                      ,10028,2,1,3,1830,4160,1920,1, S2 ,5000000,2013-05-15,15.4249484704
20931,UPPER EAST SIDE (79-96),02  TWO FAMILY HOMES,1,1583,116,B1, 10 HENDERSON PLACE                        ,10028,2,0,2,782,2448,1899,1, B1 ,3430000,2012-12-19,15.0480708191
20934,UPPER EAST SIDE (79-96),03  THREE FAMILY HOMES,1,1511,46,C0, 156 EAST 83RD   STREET                    ,10028,3,0,3,1457,3392,1899,1, C0 ,3900000,2013-02-25,15.1764871111
20936,UPPER EAST SIDE (79-96),03  THREE FAMILY HOMES,1,1528,103,C0, 201B EAST 82ND   STREET                   ,10028,3,0,3,1493,3312,1901,1, C0 ,4225000,2012-03-10,15.2565298188
20937,UPPER EAST SIDE (79-96),03  THREE FAMILY HOMES,1,1563,45,C0, 412 EAST 84TH   STREET                    ,10028,3,0,3,2043,4800,1899,1, C0 ,6625000,2013-02-15,15.7063609298
20942,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1506,63,C5, 12 EAST 95TH   STREET                     ,10128,10,0,10,1611,4015,1920,2, C5 ,7600000,2013-05-13,15.8436588053
20943,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1507,25,C1, 53-55 EAST 95TH   STREET                  ,10128,18,0,18,4194,17580,1920,2, C1 ,4350000,2012-12-29,15.2856864031
20946,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1510,42,C5, 172 EAST 82ND   STREET                    ,10028,15,0,15,2554,11775,1920,2, C5 ,3800000,2012-12-26,15.1505116247
20947,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1511,11,C5, 121 EAST 82ND   STREET                    ,10028,21,0,21,2554,9830,1910,2, C5 ,4700000,2012-12-26,15.3630730667
20948,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1511,12,C5, 123 EAST 82ND   STREET                    ,10028,20,0,20,3065,11530,1910,2, C5 ,10900000,2012-12-21,16.2042733472
20950,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1517,16,C7, 1324 LEXINGTON AVENUE                     ,10128,20,6,26,4194,20653,1920,2, C7 ,7700000,2012-12-26,15.8567308868
20953,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1519,20,C7, 1361 LEXINGTON AVENUE                     ,10128,7,3,10,2013,7316,1910,2, C7 ,6500000,2012-12-26,15.6873127349
20955,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1519,132,C5, 175 EAST 90TH   STREET                    ,10128,16,0,16,2049,6360,1910,2, C5 ,3000000,2012-12-19,14.9141228466
20957,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2A,1524,13,C5, 135 EAST 95TH STREET                      ,10128,6,0,6,1711,3516,1925,2, C5 ,4190000,2012-11-27,15.2482112919
20958,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1526,27,C7, 1557 2 AVENUE                             ,10028,15,1,16,1507,4444,1920,2, C7 ,3000000,2012-08-08,14.9141228466
20959,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1526,39,C7, 218 EAST 81ST   STREET                    ,10028,17,2,19,2596,9970,1930,2, C7 ,4500000,2012-12-26,15.3195879547
20960,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1527,12,C4, 225 EAST 81ST STREET                      ,10028,8,0,8,2597,7768,1920,2, C4 ,7600000,2013-01-07,15.8436588053
20962,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1527,31,C5, 238 EAST 82ND   STREET                    ,10028,20,0,20,2596,10025,1910,2, C5 ,5500000,2012-10-10,15.5202586502
20963,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1528,17,C5, 233 EAST 82ND   STREET                    ,10028,20,0,20,2596,11080,1910,2, C5 ,5835000,2012-11-15,15.5793848237
20965,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1528,33,C1, 234 EAST 83RD   STREET                    ,10028,21,0,21,2596,12260,1910,2, C1 ,10200000,2012-12-26,16.1378982783
20967,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1528,39,C4, 216 EAST 83RD   STREET                    ,10028,20,0,20,2596,9740,1920,2, C4 ,4900000,2012-12-26,15.4047457631
20968,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1530,37,C4, 222 EAST 85TH   STREET                    ,10028,13,0,13,2528,9180,1910,2, C4 ,4000000,2013-05-22,15.2018049191
20969,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1530,38,C4, 220 EAST 85TH   STREET                    ,10028,15,0,15,2554,9290,1910,2, C4 ,4000000,2013-05-22,15.2018049191
20970,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1533,30,C5, 234 EAST 88TH   STREET                    ,10128,20,0,20,2517,8555,1910,2, C5 ,4700000,2012-12-28,15.3630730667
20971,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1533,30,C5, 234 EAST 88TH   STREET                    ,10128,20,0,20,2517,8555,1910,2, C5 ,4700000,2012-12-26,15.3630730667
20972,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1540,2,C7, 1681 3 AVENUE                             ,10128,12,2,14,2516,6848,1900,2, C7 ,3200000,2012-12-27,14.9786613678
20973,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1540,3,C7, 1683 3 AVENUE                             ,10128,11,2,13,2516,6648,1915,2, C7 ,3200000,2012-12-27,14.9786613678
20974,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1540,4,C7, 1685 THIRD AVENUE                         ,10128,12,2,14,2516,6648,1920,2, C7 ,8625000,2013-01-02,15.9701755209
20975,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1540,39,C4, 216 EAST 95TH   STREET                    ,10128,10,0,10,2517,8150,1910,2, C4 ,6000000,2013-06-18,15.6072700272
20976,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1540,46,C7, 1693 3 AVENUE                             ,10128,10,1,11,2516,7516,1920,2, C7 ,6181500,2012-12-27,15.6370715184
20977,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1540,47,C7, 1691 3 AVENUE                             ,10128,10,2,12,2516,5998,1920,2, C7 ,6181500,2012-12-27,15.6370715184
20978,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1543,4,C7, 1544 2 AVENUE                             ,10028,16,1,17,2550,10555,1910,2, C7 ,8000000,2012-08-16,15.8949520996
20979,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1543,45,C4, 318 EAST 81ST   STREET                    ,10028,7,0,7,1368,2700,1920,2, C4 ,2300000,2012-06-09,14.6484196809
20980,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1543,52,C7, 1546 2 AVENUE                             ,10028,14,1,15,2550,10555,1930,2, C7 ,9100000,2013-02-22,16.0237849715
20982,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1544,52,C7, 1570 SECOND AVENUE                        ,10028,14,2,16,2600,6840,1920,2, C7 ,4000000,2013-01-02,15.2018049191
20984,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1545,45,C1, 310 EAST 83                               ,10028,19,1,20,2554,8395,1920,2, C1 ,5085000,2012-11-15,15.4418055875
20985,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1545,52,C7, 1592 SECOND AVENUE                        ,10028,16,2,18,2767,10885,1920,2, C7 ,4900000,2012-12-26,15.4047457631
20986,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1545,148,C1, 302 EAST 83RD STREET                      ,10028,20,0,20,1967,7950,1920,2, C1 ,4400000,2012-04-12,15.2971150989
20989,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1546,16,C1, 325 EAST 83RD   STREET                    ,10028,20,0,20,2554,10075,1920,2, C1 ,4300000,2012-11-15,15.2741255807
20991,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1547,9,C7, 315-319 EAST 84TH   STREET                ,10028,35,2,37,5108,21348,1920,2, C7 ,4100000,2012-12-26,15.2264975317
20994,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1547,40,C1, 326 EAST 85TH   STREET                    ,10028,16,0,16,2554,7016,1920,2, C1 ,6066666,2013-02-22,15.6183197535
20995,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1547,46,C1, 310 EAST 85TH   STREET                    ,10028,16,0,16,2860,7244,1925,2, C1 ,3300000,2012-12-26,15.0094330264
20997,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1552,35,C1, 328 EAST 90TH STREET                      ,10128,20,0,20,2517,9005,1920,2, C1 ,4318000,2013-04-26,15.2783028901
20998,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1552,50,C7, 1728 2 AVENUE                             ,10128,18,2,20,1875,7300,1920,2, C7 ,4500000,2013-06-13,15.3195879547
21001,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1557,148,C4, 302 EAST 95TH   STREET                    ,10128,10,0,10,1898,7180,1920,2, C4 ,2200000,2012-11-19,14.6039679183
21002,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1558,49,C7, 1854 2 AVENUE                             ,10128,25,4,29,2567,13500,1926,2, C7 ,9800000,2013-06-27,16.0978929436
21003,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1559,146,C7, 402 EAST 80TH   STREET                    ,10075,20,1,21,2555,9000,1920,2, C7 ,4100000,2012-07-08,15.2264975317
21004,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1560,13,C1, 429 EAST 80TH   STREET                    ,10075,18,0,18,2554,9295,1925,2, C1 ,4918000,2012-09-20,15.4084125018
21006,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1560,29,C7, 45O EAST 81ST   STREET                    ,10028,34,3,37,4418,18190,1910,2, C7 ,4200000,2012-12-26,15.2505950833
21008,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1560,30,C7, 444 EAST 81ST   STREET                    ,10028,34,3,37,4418,18190,1910,2, C7 ,8000000,2012-12-26,15.8949520996
21009,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1562,45,C7, 1592 1 AVENUE                             ,10028,12,2,14,2173,10350,1930,2, C7 ,11200000,2012-12-26,16.2314243363
21011,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1567,5,C1, 405 EAST 87TH   STREET                    ,10128,20,0,20,2517,8590,1910,2, C1 ,3900000,2012-12-26,15.1764871111
21013,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1567,10,C1, 415 EAST 87TH STREET                      ,10128,20,0,20,2517,8590,1920,2, C1 ,3500000,2012-12-26,15.0682735265
21014,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1568,35,C7, 430 EAST 89TH STREET                      ,10128,20,1,21,2517,9090,1930,2, C7 ,4250000,2012-12-26,15.2624295409
21015,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1568,36,C7, 428 EAST 89TH   STREET                    ,10128,20,1,21,2517,9090,1920,2, C7 ,4250000,2012-12-26,15.2624295409
21016,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1568,39,C1, 420 EAST 89TH   STREET                    ,10128,16,0,16,2517,8560,1910,2, C1 ,3033333,2013-02-22,14.9251725729
21017,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1568,40,C1, 418 EAST 89TH   STREET                    ,10128,23,0,23,2517,8560,1890,2, C1 ,5850000,2012-12-27,15.5819522192
21020,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1578,31,C1, 554 EAST 82ND   STREET                    ,10028,10,0,10,2356,8335,1910,2, C1 ,4000000,2012-07-12,15.2018049191
21021,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1580,46,C4, 506 EAST 84TH   STREET                    ,10028,10,0,10,2554,8065,1910,2, C4 ,4300000,2013-07-29,15.2741255807
21023,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1582,13,C1, 523B EAST 85TH   STREET                   ,10028,9,0,9,2554,8375,1910,2, C1 ,2725000,2012-11-30,14.8179789861
21024,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1584,20,C4, 539 EAST 87TH   STREET                    ,10128,10,0,10,2517,8745,1910,2, C4 ,8050000,2013-07-02,15.9011826494
21025,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1584,41,C1, 518 EAST 88TH   STREET                    ,10128,20,0,20,2517,8935,1910,2, C1 ,4100000,2012-12-28,15.2264975317
21026,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1584,41,C1, 518 EAST 88TH   STREET                    ,10128,20,0,20,2517,8935,1910,2, C1 ,4100000,2012-12-26,15.2264975317
21027,UPPER EAST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1584,48,C1, 504 EAST 88TH   STREET                    ,10128,20,0,20,2517,8420,1939,2, C1 ,4800000,2012-11-15,15.3841264759
21031,UPPER EAST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2B,1497,49,D7, 58 EAST 86TH   STREET                     ,10028,9,1,10,2155,8270,1918,2, D7 ,8800000,2013-07-03,15.9902622794
21034,UPPER EAST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2,1515,7,D6, 103-109 EAST 86TH STREET                  ,10028,50,2,52,10066,91260,1914,2, D6 ,76000000,2012-10-24,18.1462438983
21036,UPPER EAST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2,1529,43,D9, 204 EAST 84TH   STREET                    ,10028,35,1,36,5517,20950,1920,2, D9 ,9700000,2012-12-26,16.0876364435
21039,UPPER EAST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2,1578,25,D1, 44 EAST END AVENUE                        ,10028,30,0,30,4998,16110,1910,2, D1 ,10000000,2013-05-29,16.118095651
21041,UPPER EAST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2,1585,5,D9, 505-507 EAST 88TH   STREET                ,10128,39,0,39,4804,17750,1957,2, D9 ,7600000,2012-12-26,15.8436588053
21042,UPPER EAST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2,1585,34,D1, 538 EAST 89TH   STREET                    ,10128,11,0,11,2517,9489,1910,2, D1 ,6115000,2013-10-04,15.6262553271
22801,UPPER EAST SIDE (79-96),14  RENTALS - 4-10 UNIT,2B,1503,57,S9, 30 EAST 92ND STREET                       ,10128,5,2,7,2089,6018,1912,2, S9 ,21960000,2012-12-18,16.9047331746
22802,UPPER EAST SIDE (79-96),14  RENTALS - 4-10 UNIT,2B,1543,1,S9, 1538 2 AVENUE                             ,10028,6,4,10,2550,7424,1915,2, S9 ,12700000,2012-09-19,16.3571125514
22804,UPPER EAST SIDE (79-96),14  RENTALS - 4-10 UNIT,2B,1549,31,S9, 1667 1 AVENUE                             ,10028,6,2,8,1691,5680,1915,2, S9 ,3800000,2012-09-28,15.1505116247
22845,UPPER EAST SIDE (79-96),21  OFFICE BUILDINGS,4,1491,17,O6, 1042 MADISON AVENUE                       ,10075,0,2,2,2113,4226,1937,4, O6 ,36000000,2012-11-20,17.3990294964
22846,UPPER EAST SIDE (79-96),21  OFFICE BUILDINGS,4,1497,48,O9, 60 EAST 86TH STREET                       ,10028,0,20,20,3065,7895,1956,4, O9 ,22200000,2013-07-03,16.9156028468
22847,UPPER EAST SIDE (79-96),21  OFFICE BUILDINGS,4,1515,12,O6, 123 EAST 86TH   STREET                    ,10028,0,1,1,3021,10800,1927,4, O6 ,8157482,2012-12-13,15.9144461009
22848,UPPER EAST SIDE (79-96),22  STORE BUILDINGS,4,1495,56,K2, 1122 MADISON AVENUE                       ,10028,0,1,1,2258,4200,1920,4, K2 ,13000000,2012-12-20,16.3804599154
22849,UPPER EAST SIDE (79-96),22  STORE BUILDINGS,4,1508,22,K1, 155 EAST 79TH   STREET                    ,10075,0,1,1,3550,4419,1938,4, K1 ,17250000,2012-04-12,16.6633227014
22850,UPPER EAST SIDE (79-96),22  STORE BUILDINGS,4,1531,1,K9, 1511-1515 3 AVENUE                        ,10028,0,2,2,10270,39004,1905,4, K9 ,60000000,2012-12-21,17.9098551202
22973,UPPER EAST SIDE (79-96),33  EDUCATIONAL FACILITIES,4,1577,23,W9, 535 EAST 80TH   STREET                    ,10075,0,1,1,15120,70502,1940,4, W9 ,61750000,2012-12-21,17.9386045335
22978,UPPER EAST SIDE (96-110),07  RENTALS - WALKUP APARTMENTS,2,1614,12,C1, 19 EAST 108 STREET                        ,10029,20,0,20,3129,11705,1910,2, C1 ,3350000,2012-09-28,15.0244709038
23225,UPPER WEST SIDE (59-79),01  ONE FAMILY HOMES,1,1142,39,A9, 116 WEST 71ST   STREET                    ,10023,1,0,1,1959,5800,1910,1, A9 ,11800000,2013-04-03,16.2836100894
23228,UPPER WEST SIDE (59-79),01  ONE FAMILY HOMES,1,1165,54,A5, 238 WEST 74TH   STREET                    ,10023,1,0,1,2100,5350,1900,1, A5 ,8800000,2012-08-29,15.9902622794
23229,UPPER WEST SIDE (59-79),02  TWO FAMILY HOMES,1,1143,22,B1, 131 WEST 71ST STREET                      ,10023,2,0,2,1941,5709,1901,1, B1 ,8000000,2012-02-08,15.8949520996
