,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,"SALE
PRICE",SALE DATE,lnprice
23235,UPPER WEST SIDE (59-79),02  TWO FAMILY HOMES,1,1185,78,B1, 306 WEST 77TH STREET                      ,10024,2,0,2,1584,5580,1900,1, B1 ,8000000,2013-09-07,15.8949520996
23236,UPPER WEST SIDE (59-79),02  TWO FAMILY HOMES,1,1186,67,B1, 315 WEST 78TH   STREET                    ,10024,2,0,2,1600,5345,1910,1, B1 ,5300000,2013-06-25,15.4832173785
23240,UPPER WEST SIDE (59-79),03  THREE FAMILY HOMES,1,1166,160,C0, 254 WEST 75TH   STREET                    ,10023,3,0,3,1890,4788,1910,1, C0 ,325000,2012-12-28,12.6915804613
23244,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2B,1121,16,C5, 39 WEST 68TH STREET                       ,10023,8,0,8,1908,6359,1910,2, C5 ,3800000,2012-11-20,15.1505116247
23245,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2,1121,55,C5, 50 WEST 69TH   STREET                     ,10023,13,0,13,2109,7959,1910,2, C5 ,13000000,2012-11-28,16.3804599154
23253,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2A,1124,10,C5, 53 WEST 71ST   STREET                     ,10023,4,0,4,1839,4827,1910,2, C5 ,5995000,2012-08-30,15.6064363464
23254,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2B,1124,17,C5, 33 WEST 71 STREET                         ,10023,10,0,10,1992,6383,1900,2, C5 ,6225000,2013-03-21,15.6440840003
23255,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2,1128,44,C5, 18 WEST 76TH   STREET                     ,10023,24,0,24,2554,10498,1900,2, C5 ,5350000,2012-12-17,15.4926071189
23265,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2,1144,50,C5, 144 WEST 73RD   STREET                    ,10023,15,0,15,2043,4792,1900,2, C5 ,3400000,2012-08-28,15.0392859896
23267,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2,1146,52,C5, 140 WEST 75TH   STREET                    ,10023,16,0,16,2146,5112,1910,2, C5 ,3400000,2012-08-28,15.0392859896
23270,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2A,1149,17,C5, 137 WEST 77TH STREET                      ,10024,6,0,6,2169,4862,1900,2, C5 ,4500000,2013-08-03,15.3195879547
23274,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2B,1163,48,C7, 228 WEST 72ND   STREET                    ,10023,9,1,10,2554,11820,1900,2, C7 ,5540000,2012-12-21,15.5275050587
23277,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2,1165,104,C1, 275 WEST 73 STREET                        ,10023,11,0,11,1687,5233,1900,2, C1 ,4135000,2013-06-21,15.2349978864
23287,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2B,1185,45,C1, 36 RIVERSIDE DRIVE                        ,10023,8,0,8,1850,7380,1900,2, C1 ,8600000,2013-02-07,15.9672727612
23289,UPPER WEST SIDE (59-79),07  RENTALS - WALKUP APARTMENTS,2A,1186,77,C2, 385 WEST END AVE                          ,10024,6,0,6,1118,4040,1900,2, C2 ,4200000,2013-07-15,15.2505950833
23290,UPPER WEST SIDE (59-79),08  RENTALS - ELEVATOR APARTMENTS,2,1128,19,D9, 23 WEST 75TH   STREET                     ,10023,13,0,13,2248,6956,1926,2, D9 ,4900000,2012-10-17,15.4047457631
23292,UPPER WEST SIDE (59-79),08  RENTALS - ELEVATOR APARTMENTS,2,1150,29,D6, 380 COLUMBUS AVENUE                       ,10024,43,3,46,10217,70000,1900,2, D6 ,50000000,2012-12-28,17.7275335634
23293,UPPER WEST SIDE (59-79),08  RENTALS - ELEVATOR APARTMENTS,2,1150,35,D9, 102 WEST 79TH   STREET                    ,10024,39,3,42,4826,20281,1931,2, D9 ,16650000,2013-04-25,16.6279207744
23294,UPPER WEST SIDE (59-79),08  RENTALS - ELEVATOR APARTMENTS,2,1162,141,D3, 220 WEST 71ST   STREET                    ,10023,37,0,37,5322,38463,1920,2, D3 ,21250000,2012-12-18,16.8718674533
23305,UPPER WEST SIDE (59-79),09  COOPS - WALKUP APARTMENTS,2C,1123,21,C6, 23 WEST 70TH   STREET                     ,10023,9,0,9,2008,6430,1900,2, C6 ,7500000,2012-12-28,15.8304135785
23344,UPPER WEST SIDE (59-79),09  COOPS - WALKUP APARTMENTS,2,1186,16,C6, 313 WEST 77TH   STREET                    ,10024,11,0,11,1736,5898,1920,2, C6 ,5200000,2013-04-29,15.4641691836
24835,UPPER WEST SIDE (59-79),14  RENTALS - 4-10 UNIT,2A,1170,142,S3, 220 WEST 79TH   STREET                    ,10024,3,1,4,1941,4126,1900,2, S3 ,4400000,2012-12-20,15.2971150989
25167,UPPER WEST SIDE (59-79),29  COMMERCIAL GARAGES,4,1168,38,G1, 206-210 WEST 77TH   STREET                ,10024,0,2,2,7650,42058,1929,4, G1 ,55478000,2013-06-28,17.8314971037
25174,UPPER WEST SIDE (79-96),01  ONE FAMILY HOMES,1,1197,6,A4, 69 WEST 83RD STREET                       ,10024,1,0,1,1703,7320,1900,1, A4 ,8300000,2013-07-05,15.9317660728
25176,UPPER WEST SIDE (79-96),01  ONE FAMILY HOMES,1,1209,15,A9, 45 WEST 95TH   STREET                     ,10025,1,0,1,1812,4752,1900,1, A9 ,6999999,2013-03-22,15.7614205642
25177,UPPER WEST SIDE (79-96),01  ONE FAMILY HOMES,1,1218,42,A4, 130 WEST 88TH   STREET                    ,10024,1,0,1,1762,3926,1899,1, A4 ,6625000,2012-12-18,15.7063609298
25179,UPPER WEST SIDE (79-96),01  ONE FAMILY HOMES,1,1219,111,A4, 163 WEST 88TH STREET                      ,10024,1,0,1,1678,3400,1901,1, A4 ,3900000,2012-03-12,15.1764871111
25180,UPPER WEST SIDE (79-96),01  ONE FAMILY HOMES,1,1225,20,S1, 129 WEST 94TH STREET                      ,10025,1,1,2,1661,3392,1910,1, S1 ,3625000,2013-10-07,15.1033648463
25181,UPPER WEST SIDE (79-96),01  ONE FAMILY HOMES,1,1231,61,A4, 272 WEST 84TH STREET                      ,10024,1,0,1,1036,2800,1900,1, A4 ,3215000,2013-03-20,14.9833379157
25183,UPPER WEST SIDE (79-96),01  ONE FAMILY HOMES,1,1246,42,A5, 322 WEST 85TH   STREET                    ,10024,1,0,1,17164,3480,1899,1, A5 ,4500000,2013-05-17,15.3195879547
25185,UPPER WEST SIDE (79-96),01  ONE FAMILY HOMES,1,1251,15,A9, 311 WEST 90TH   STREET                    ,10024,1,0,1,1997,4060,1899,1, A9 ,3500000,2012-12-14,15.0682735265
25187,UPPER WEST SIDE (79-96),02  TWO FAMILY HOMES,1,1211,47,B9, 132 WEST 81ST STREET                      ,10024,2,0,2,2043,5184,1900,1, B9 ,5200000,2012-08-22,15.4641691836
25188,UPPER WEST SIDE (79-96),02  TWO FAMILY HOMES,1,1212,18,B1, 141 WEST 81ST   STREET                    ,10024,2,0,2,1941,6593,1900,1, B1 ,7650000,2012-12-21,15.8502162058
25189,UPPER WEST SIDE (79-96),02  TWO FAMILY HOMES,1,1218,18,B3, 145 WEST 87TH STREET                      ,10024,2,0,2,1515,3300,1899,1, B3 ,5190000,2013-08-13,15.4622442551
25192,UPPER WEST SIDE (79-96),02  TWO FAMILY HOMES,1,1218,154,B3, 166 WEST 88TH   STREET                    ,10024,2,0,2,1812,4220,1899,1, B3 ,6600000,2013-08-05,15.702580207
25193,UPPER WEST SIDE (79-96),02  TWO FAMILY HOMES,1,1219,107,B9, 175 WEST 88 STREET                        ,10024,2,0,2,1678,3400,1901,1, B9 ,3650000,2013-06-02,15.1102377256
25194,UPPER WEST SIDE (79-96),02  TWO FAMILY HOMES,1,1222,58,B9, 158 WEST 92ND   STREET                    ,10025,2,0,2,1862,4024,1899,1, B9 ,5325000,2012-10-08,15.4879232696
25196,UPPER WEST SIDE (79-96),02  TWO FAMILY HOMES,1,1225,145,B3, 130 WEST 95TH   STREET                    ,10025,2,0,2,1717,3979,1901,1, B3 ,4000000,2013-02-28,15.2018049191
25198,UPPER WEST SIDE (79-96),02  TWO FAMILY HOMES,1,1249,28,B1, 303 WEST 87TH   STREET                    ,10024,2,0,2,1913,5016,1900,1, B1 ,6700000,2012-12-21,15.7176180844
25203,UPPER WEST SIDE (79-96),03  THREE FAMILY HOMES,1,1246,11,C0, 357 WEST 84TH STREET                      ,10024,3,0,3,1737,5347,1899,1, C0 ,6400000,2013-04-29,15.6718085483
25209,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1197,108,C5, 61 WEST 83RD   STREET                     ,10024,8,0,8,1737,4719,1900,2, C5 ,4495000,2013-02-28,15.3184762259
25211,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2A,1198,25,C2, 11 WEST 84TH STREET                       ,10024,5,0,5,1941,7300,1900,2, C2 ,3300000,2012-11-20,15.0094330264
25216,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1200,39,C5, 10 WEST 87TH   STREET                     ,10024,10,0,10,2013,7500,1880,2, C5 ,5400000,2013-04-04,15.5019095115
25219,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1200,53,C5, 48 WEST 87TH STREET                       ,10024,10,0,10,2014,6366,1910,2, C5 ,4950000,2012-12-18,15.4148981345
25221,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1201,17,C5, 31 WEST 87TH STREET                       ,10024,8,0,8,2013,6270,1900,2, C5 ,5100000,2012-06-12,15.4447510977
25225,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1208,45,C5, 26 WEST 95TH   STREET                     ,10025,8,0,8,1812,4396,1900,2, C5 ,3300000,2012-12-19,15.0094330264
25228,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1210,25,C5, 121 WEST 79TH   STREET                    ,10024,14,0,14,2554,10410,1900,2, C5 ,5250000,2012-12-20,15.4737386346
25229,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1211,46,C5, 130 WEST 81ST STREET                      ,10024,10,0,10,1737,5535,1910,2, C5 ,360547,2013-06-05,12.7953776017
25232,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1213,39,C1, 108 WEST 83RD   STREET                    ,10024,20,0,20,1941,7575,1900,2, C1 ,2000000,2012-08-28,14.5086577385
25235,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2,1214,54,C1, 150 WEST 84TH   STREET                    ,10024,20,0,20,3405,13260,1900,2, C1 ,7125000,2012-12-28,15.7791202841
25237,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1217,38,C5, 110 WEST 87TH STREET                      ,10024,9,0,9,1700,5335,1900,2, C5 ,3700000,2013-03-14,15.1238433776
25239,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1223,122,C1, 121 WEST 92ND STREET                      ,10025,7,0,7,1862,6426,1920,2, C1 ,3500000,2012-12-27,15.0682735265
25244,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1229,34,C7, 450 AMSTERDAM AVENUE                      ,10024,8,2,10,2175,9250,1910,2, C7 ,12375000,2012-01-08,16.3311888664
25249,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2A,1233,157,C2, 272 WEST 86TH   STREET                    ,10024,6,0,6,2043,6215,1910,2, C2 ,14300000,2013-02-22,16.4757700952
25250,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1238,7,C5, 265 WEST 90TH   STREET                    ,10024,9,0,9,1812,4800,1920,2, C5 ,4000000,2013-11-02,15.2018049191
25254,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1244,29,C1, 75 RIVERSIDE DRIVE                        ,10024,10,0,10,2325,7640,1900,2, C1 ,2850000,2012-12-18,14.8628295522
25257,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1245,92,C5, 332 WEST 84TH STREET                      ,10024,8,0,8,2052,4576,1900,2, C5 ,3100000,2012-05-10,14.9469126695
25258,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1246,28,C5, 305 WEST 84TH   STREET                    ,10024,8,0,8,1737,4690,1900,2, C5 ,4500000,2013-06-28,15.3195879547
25261,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1248,48,C5, 332 WEST 87 STREET                        ,10024,8,0,8,2013,5040,1900,2, C5 ,2850000,2012-11-12,14.8628295522
25265,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1249,117,C1, 333 WEST 87TH   STREET                    ,10024,9,0,9,1611,5075,1900,2, C1 ,4775000,2013-07-18,15.3789045319
25267,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1250,102,C5, 304 WEST 90TH STREET                      ,10024,9,0,9,2013,5416,1900,2, C5 ,4200000,2012-11-27,15.2505950833
25269,UPPER WEST SIDE (79-96),07  RENTALS - WALKUP APARTMENTS,2B,1251,28,C5, 306 WEST 91ST   STREET                    ,10024,8,0,8,1711,4760,1900,2, C5 ,2200000,2013-02-26,14.6039679183
25275,UPPER WEST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2,1205,22,D1, 5 WEST 91ST STREET                        ,10024,48,0,48,14907,48972,1972,2, D1 ,27150000,2013-07-26,17.1168876043
25280,UPPER WEST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2,1231,64,D3, 498 WEST END AVENUE                       ,10024,48,0,48,8200,82648,1912,2, D3 ,52500000,2012-11-27,17.7763237276
25281,UPPER WEST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2,1236,44,D6, 2412 BROADWAY                             ,10024,44,8,52,7175,76627,1915,2, D6 ,46500000,2012-12-31,17.6549628706
25285,UPPER WEST SIDE (79-96),08  RENTALS - ELEVATOR APARTMENTS,2,1252,38,D1, 325 WEST 93RD   STREET                    ,10025,28,0,28,7550,32928,1910,2, D1 ,10710000,2013-01-30,16.1866884424
26295,UPPER WEST SIDE (79-96),26  OTHER HOTELS,4,1233,11,H9, 2341 BROADWAY                             ,10024,0,12,12,22950,129010,1901,4, H9 ,23102652,2013-09-05,16.9554579741
26296,UPPER WEST SIDE (79-96),26  OTHER HOTELS,4,1235,29,H6, 560 AMSTERDAM AVENUE                      ,10024,0,4,4,3992,19200,1920,4, H6 ,10300000,2012-12-19,16.1476544532
26302,UPPER WEST SIDE (79-96),33  EDUCATIONAL FACILITIES,4,1225,21,W8, 127 WEST 94TH   STREET                    ,10025,0,1,1,1611,3900,1910,4, W8 ,3800000,2013-11-01,15.1505116247
26314,UPPER WEST SIDE (96-116),02  TWO FAMILY HOMES,1,1891,8,B9, 319 WEST 104TH STREET                     ,10025,2,0,2,2018,7330,1899,1, B9 ,7495000,2012-12-17,15.8297466895
26315,UPPER WEST SIDE (96-116),03  THREE FAMILY HOMES,1,1881,53,C0, 542 CATHEDRAL PARKWAY                     ,10025,3,0,3,1773,5065,1985,1, C0 ,3400000,2013-04-16,15.0392859896
26316,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2,1859,37,C7, 106 WEST 105 STREET                       ,10025,18,2,20,5551,21320,1920,2, C7 ,3694374,2012-08-30,15.1223216799
26317,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2,1860,26,C4, 109 WEST 105 STREET                       ,10025,15,0,15,2523,8760,1900,2, C4 ,1595298,2012-08-30,14.2825711106
26318,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2B,1861,20,C1, 127 WEST 106 STREET                       ,10025,10,0,10,2018,7450,1915,2, C1 ,1091519,2012-08-30,13.9030808621
26319,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2B,1861,21,C1, 125 WEST 106 STREET                       ,10025,10,0,10,2017,7450,1925,2, C1 ,1091519,2012-08-30,13.9030808621
26320,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2B,1861,121,C1, 123 WEST 106 STREET                       ,10025,10,0,10,1968,7450,1900,2, C1 ,1175482,2012-08-30,13.9771888342
26321,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2,1873,34,C7, 852 AMSTERDAM AVENUE                      ,10025,10,2,12,1556,7175,1920,2, C7 ,6950000,2012-11-13,15.7542522175
26323,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2,1879,43,C4, 216 WEST 108 STREET                       ,10025,15,0,15,2489,9440,1900,2, C4 ,2183039,2012-08-30,14.5962285007
26324,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2,1880,21,C1, 215-217 WEST 108TH STREET                 ,10025,21,0,21,5046,17710,1925,2, C1 ,7000000,2012-09-11,15.761420707
26325,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2,1880,27,C1, 203 WEST 108 STREET                       ,10025,19,0,19,5046,17130,1925,2, C1 ,1427371,2012-08-30,14.1713448487
26326,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2,1880,40,C4, 210 WEST 109TH STREET                     ,10025,20,0,20,3986,13725,1910,2, C4 ,7000000,2012-09-11,15.761420707
26335,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2,1892,45,C7, 2781 BROADWAY                             ,10025,10,1,11,2683,13325,1926,2, C7 ,512750,2013-06-14,13.1475436759
26338,UPPER WEST SIDE (96-116),07  RENTALS - WALKUP APARTMENTS,2B,1895,43,C5, 627 WEST 113 STREET                       ,10025,10,0,10,2000,6100,1910,2, C5 ,1259445,2012-08-30,14.0461817057
26339,UPPER WEST SIDE (96-116),08  RENTALS - ELEVATOR APARTMENTS,2,1859,39,D1, 120 WEST 105 STREET                       ,10025,59,0,59,17341,55590,1929,2, D1 ,6549118,2012-08-30,15.6948409421
26340,UPPER WEST SIDE (96-116),08  RENTALS - ELEVATOR APARTMENTS,2,1860,61,D7, 933 AMSTERDAM AVENUE                      ,10025,27,3,30,4783,24312,1930,2, D7 ,13100000,2013-11-07,16.3881227882
26343,UPPER WEST SIDE (96-116),08  RENTALS - ELEVATOR APARTMENTS,2,1875,1,D1, 884 WEST END AVENUE                       ,10025,66,0,66,9939,94328,1920,2, D1 ,31000000,2012-11-14,17.2494977624
26345,UPPER WEST SIDE (96-116),08  RENTALS - ELEVATOR APARTMENTS,2,1878,37,D1, 210 WEST 107TH STREET                     ,10025,53,0,53,12615,53250,1925,2, D1 ,19575000,2013-01-03,16.7897637998
26346,UPPER WEST SIDE (96-116),08  RENTALS - ELEVATOR APARTMENTS,2,1878,42,D1, 220 WEST 107 STREET                       ,10025,59,0,59,12615,50820,1925,2, D1 ,23000000,2013-01-03,16.9510047739
26347,UPPER WEST SIDE (96-116),08  RENTALS - ELEVATOR APARTMENTS,2,1878,47,D1, 230 WEST 107TH STREET                     ,10025,67,0,67,12615,49716,1925,2, D1 ,23000000,2013-01-03,16.9510047739
26348,UPPER WEST SIDE (96-116),08  RENTALS - ELEVATOR APARTMENTS,2,1879,27,D3, 203 WEST 107TH STREET                     ,10025,28,0,28,5046,34514,1911,2, D3 ,10725000,2013-11-06,16.1880880228
26349,UPPER WEST SIDE (96-116),08  RENTALS - ELEVATOR APARTMENTS,2,1889,46,D1, 329 WEST 101 STREET                       ,10025,36,0,36,5050,23244,1921,2, D1 ,2500000,2013-01-07,14.7318012898
26351,UPPER WEST SIDE (96-116),08  RENTALS - ELEVATOR APARTMENTS,2,1890,64,D3, 308 WEST 104 STREET                       ,10025,36,0,36,6060,51414,1927,2, D3 ,7500000,2012-12-31,15.8304135785
26815,WASHINGTON HEIGHTS LOWER,01  ONE FAMILY HOMES,1,2109,75,A1, 11 SYLVAN TERRACE                         ,10032,1,0,1,713,1500,1899,1, A1 ,790000,2013-03-15,13.5797882244
26817,WASHINGTON HEIGHTS LOWER,01  ONE FAMILY HOMES,1,2109,103,A9, 10 JUMEL TERRACE                          ,10032,1,0,1,1775,3728,1899,1, A9 ,1620000,2012-02-08,14.2979367072
26818,WASHINGTON HEIGHTS LOWER,01  ONE FAMILY HOMES,1,2117,11,A9, 570 WEST 159TH STREET                     ,10032,1,0,1,2498,2745,1910,1, A9 ,629000,2012-11-30,13.3518865357
26819,WASHINGTON HEIGHTS LOWER,01  ONE FAMILY HOMES,1,2131,36,A9, 530 WEST 175TH STREET                     ,10033,1,0,1,1416,2592,1901,1, A9 ,752000,2012-11-20,13.5304916029
26820,WASHINGTON HEIGHTS LOWER,02  TWO FAMILY HOMES,1,2109,66,B2, 18 SYLVAN TERRACE                         ,10032,2,0,2,673,1425,1899,1, B2 ,785000,2013-07-25,13.5734389968
26821,WASHINGTON HEIGHTS LOWER,02  TWO FAMILY HOMES,1,2109,96,B1, 434 WEST 162ND ST                         ,10032,2,0,2,1911,3972,1899,1, B1 ,1800000,2013-06-19,14.4032972229
26822,WASHINGTON HEIGHTS LOWER,02  TWO FAMILY HOMES,1,2109,97,B3, 432 WEST 162 STREET                       ,10032,2,0,2,1911,3925,1899,1, B3 ,450000,2013-06-02,13.0170028617
26823,WASHINGTON HEIGHTS LOWER,02  TWO FAMILY HOMES,1,2114,23,B3, 540 WEST 156TH STREET                     ,10032,2,0,2,1665,3000,1901,1, B3 ,997885,2013-05-13,13.8133933182
26825,WASHINGTON HEIGHTS LOWER,02  TWO FAMILY HOMES,1,2118,65,B1, 561 WEST 159 STREET                       ,10032,2,0,2,1499,2400,1920,1, B1 ,900000,2012-02-08,13.7101500423
26826,WASHINGTON HEIGHTS LOWER,02  TWO FAMILY HOMES,1,2119,17,B9, 566 WEST 161ST STREET                     ,10032,2,0,2,1599,2900,1900,1, B9 ,1128500,2013-06-02,13.9363998752
26828,WASHINGTON HEIGHTS LOWER,02  TWO FAMILY HOMES,1,2138,168,B1, 613 WEST 169 STREET                       ,10032,2,0,2,1600,6649,2008,1, B1 ,3300000,2013-07-05,15.0094330264
26831,WASHINGTON HEIGHTS LOWER,03  THREE FAMILY HOMES,1,2123,88,C0, 512 WEST 168 STREET                       ,10032,3,0,3,1583,2200,1900,1, C0 ,1150000,2013-03-21,13.9552725003
26832,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2108,65,C7, 945 ST. NICHOLAS AVENUE                   ,10032,30,2,32,6420,20610,1915,2, C7 ,2985000,2012-11-15,14.9091103048
26833,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2A,2109,25,C3, 430 WEST 160TH STREET                     ,10032,4,0,4,1750,2954,1896,2, C3 ,930000,2013-05-24,13.7429398651
26835,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2114,28,C1, 516 WEST 156TH STREET                     ,10032,22,0,22,4996,17780,1952,2, C1 ,4850000,2012-02-10,15.3944892629
26836,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2115,47,C4, 521-523 WEST 156 STREET                   ,10032,46,0,46,4996,19740,1900,2, C4 ,4450000,2013-06-24,15.3084146541
26837,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2115,51,C1, 531 WEST 156 STREET                       ,10032,21,0,21,3922,13280,1907,2, C1 ,11893252,2012-11-15,16.2914817384
26838,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2115,56,C1, 539 WEST 156 STREET                       ,10032,22,0,22,3922,13280,1916,2, C1 ,6830000,2013-02-28,15.7368352315
26841,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2116,29,C1, 508-512 WEST 158TH STREET                 ,10032,16,0,16,4163,14540,1905,2, C1 ,4300000,2012-09-27,15.2741255807
26842,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2117,28,C1, 516 WEST 159 STREET                       ,10032,20,0,20,4163,14790,1913,2, C1 ,2200000,2012-09-27,14.6039679183
26846,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2118,70,C1, 571 WEST 159 STREET                       ,10032,20,0,20,3747,12385,1910,2, C1 ,4790000,2013-02-28,15.3820409694
26848,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2119,12,C1, 574 WEST 161 STREET                       ,10032,31,0,31,7174,25160,1910,2, C1 ,2900000,2013-02-28,14.880221295
26849,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2119,26,C1, 522 WEST 161 STREET                       ,10032,24,0,24,4496,18810,1910,2, C1 ,3500000,2012-09-27,15.0682735265
26850,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2120,42,C1, 505 WEST 161 STREET                       ,10032,30,0,30,4996,21732,1922,2, C1 ,2900000,2012-10-10,14.880221295
26851,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2121,10,C1, 1056 ST NICHOLAS AVENUE                   ,10032,36,0,36,21850,28425,1950,2, C1 ,3730000,2012-09-27,15.1319187916
26852,WASHINGTON HEIGHTS LOWER,07  RENTALS - WALKUP APARTMENTS,2,2122,15,C1, 535-537 WEST 162ND STREET                 ,10032,31,0,31,7994,28025,1920,2, C1 ,3530000,2013-06-24,15.0768084289
